"numprec","region","metro","relate","age","sex","race","marst","bpl","sch","educ99","empstat","classwkr","wkswork1","uhrswork","incwage","ftype","annhrs","hrwage","adj_ind","adj_occ2name"
4,"New England Division","In metro area, outside central / principal city","Spouse",49,"Female","White nonhisp","Married, spouse present","United States","Advanced degree","Master's degree","At work","Local govt employee",52,38,14000,"Primary family",1976,7.08502006530762,"Elementary and secondary schools","Office and Admin Support"
1,"South Atlantic Division","Not in metro area","Head/Householder",56,"Female","Black nonhisp","Widowed","United States","Grade 12","High school","At work","Wage/salary, private sector",52,40,38000,"Nonfamily householder",2080,18.269229888916,"Pharmaceutical and medicine manufacturing","Office and Admin Support"
5,"South Atlantic Division","In metro area, outside central / principal city","Parent",52,"Female","White nonhisp","Married, spouse present","United States","Associate's degree","Associate's degree 2","At work","Wage/salary, private sector",52,40,60000,"Related subfamily",2080,28.8461532592773,"Insurance carriers and related activities","Office and Admin Support"
4,"New England Division","Central / Principal city status unknown","Spouse",33,"Female","White nonhisp","Married, spouse present","Albania","Grade 12","High school","At work","Wage/salary, private sector",25,22,14000,"Primary family",550,25.4545459747314,"Not avaliable","Office and Admin Support"
2,"South Atlantic Division","In metro area, outside central / principal city","Spouse",55,"Female","Black nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,45,42000,"Primary family",2340,17.9487171173096,"Electric and gas, and other combinations","Office and Admin Support"
2,"Middle Atlantic Division","In metro area, outside central / principal city","Spouse",43,"Female","White nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,40,59000,"Primary family",2080,28.365385055542,"Water, steam, air conditioning, and irrigation systems","Office and Admin Support"
1,"Pacific Division","In metro area, outside central / principal city","Head/Householder",56,"Female","Black nonhisp","Never married/single","United States","Bachelor's degree","Bachelor's degree","At work","Federal govt employee",52,40,53000,"Nonfamily householder",2080,25.480770111084,"Not avaliable","Community and Social Workers"
4,"West South Central Div.","In metro area, central / principal city","Head/Householder",30,"Female","Hispanic","Divorced","United States","Associate's degree","Associate's degree 1","At work","Wage/salary, private sector",52,39,24000,"Primary family",2028,11.8343191146851,"Offices of physicians","Office and Admin Support"
4,"South Atlantic Division","Central / Principal city status unknown","Spouse",41,"Female","White nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,40,1e+05,"Primary family",2080,48.0769233703613,"Management, scientific and technical consulting services","Managers"
2,"Middle Atlantic Division","In metro area, central / principal city","Head/Householder",48,"Female","Black nonhisp","Married, spouse present","United States","Some collage","Some collage","At work","Wage/salary, private sector",52,40,37000,"Primary family",2080,17.7884616851807,"Hospitals","Office and Admin Support"
1,"South Atlantic Division","In metro area, outside central / principal city","Head/Householder",51,"Female","Other nonhisp","Never married/single","Philippines","Advanced degree","Master's degree","Has job, not at work now","Wage/salary, private sector",52,40,118000,"Nonfamily householder",2080,56.730770111084,"Nursing care facilities","Office and Admin Support"
3,"New England Division","In metro area, central / principal city","Roomers/boarders/lodgers",28,"Female","Black nonhisp","Never married/single","United States","Grade 12","High school","At work","Wage/salary, private sector",52,40,27000,"Secondary individual",2080,12.9807691574097,"Radio, TV, and computer stores","Office and Admin Support"
1,"Mountain Division","In metro area, central / principal city","Head/Householder",58,"Female","Other nonhisp","Separated","United States","Grade 12","High school","At work","Local govt employee",26,40,10000,"Nonfamily householder",1040,9.61538505554199,"Individual and family services","Office and Admin Support"
6,"East North Central Div.","In metro area, central / principal city","Other Relatives",58,"Female","Black nonhisp","Widowed","United States","Grade 10","10th grade","At work","Wage/salary, private sector",52,40,40000,"Primary family",2080,19.230770111084,"Plastics product manufacturing","Production"
2,"East North Central Div.","In metro area, central / principal city","Head/Householder",31,"Female","White nonhisp","Married, spouse present","United States","Grade 12","High school","At work","Wage/salary, private sector",52,55,53000,"Primary family",2860,18.5314693450928,"Miscellaneous general merchandise stores","Office and Admin Support"
3,"South Atlantic Division","In metro area, central / principal city","Head/Householder",46,"Female","White nonhisp","Married, spouse present","United States","Grade 12","High school","At work","Wage/salary, private sector",52,40,25000,"Primary family",2080,12.0192308425903,"Other health care services","Office and Admin Support"
5,"Pacific Division","Not in metro area","Spouse",44,"Female","White nonhisp","Married, spouse present","United States","Associate's degree","Associate's degree 1","At work","Wage/salary, private sector",52,10,4800,"Primary family",520,9.23076915740967,"Construction","Office and Admin Support"
4,"South Atlantic Division","In metro area, central / principal city","Head/Householder",60,"Female","Black nonhisp","Never married/single","United States","Grade 12","High school","At work","Local govt employee",52,40,25000,"Primary family",2080,12.0192308425903,"Real estate","Transportation and materials moving"
2,"East North Central Div.","Central / Principal city status unknown","Head/Householder",62,"Female","White nonhisp","Divorced","United States","Some collage","Some collage","At work","Wage/salary, private sector",52,40,40000,"Nonfamily householder",2080,19.230770111084,"Electronic and precision equipment repair and maintenance","Business Operators"
2,"New England Division","Central / Principal city status unknown","Head/Householder",60,"Female","White nonhisp","Divorced","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,28,65000,"Primary family",1456,44.6428565979004,"Hospitals","Office and Admin Support"
7,"Pacific Division","In metro area, outside central / principal city","Head/Householder",27,"Female","White nonhisp","Married, spouse present","United States","Some collage","Some collage","At work","Wage/salary, private sector",52,40,35000,"Primary family",2080,16.8269233703613,"Hospitals","Office and Admin Support"
2,"New England Division","In metro area, outside central / principal city","Head/Householder",26,"Female","White nonhisp","Never married/single","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,45,75000,"Nonfamily householder",2340,32.0512809753418,"Other telecommunication services","Managers"
2,"Pacific Division","In metro area, central / principal city","Unmarried Partner",51,"Female","Black nonhisp","Divorced","United States","Associate's degree","Associate's degree 2","At work","Wage/salary, private sector",52,20,8640,"Secondary individual",1040,8.307692527771,"Restaurants and other food services","Office and Admin Support"
1,"West South Central Div.","In metro area, central / principal city","Head/Householder",52,"Female","Black nonhisp","Divorced","United States","Some collage","Some collage","At work","Wage/salary, private sector",52,45,39000,"Nonfamily householder",2340,16.6666660308838,"Automobile dealers","Office and Admin Support"
